ID	Type	Description	DataCoding
25802	Continuous	Volume of grey matter in Middle Temporal Gyrus, anterior division (left)
25803	Continuous	Volume of grey matter in Middle Temporal Gyrus, anterior division (right)
25804	Continuous	Volume of grey matter in Middle Temporal Gyrus, posterior division (left)
25805	Continuous	Volume of grey matter in Middle Temporal Gyrus, posterior division (right)
25806	Continuous	Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (left)
25807	Continuous	Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (right)
25808	Continuous	Volume of grey matter in Inferior Temporal Gyrus, anterior division (left)
25809	Continuous	Volume of grey matter in Inferior Temporal Gyrus, anterior division (right)
25810	Continuous	Volume of grey matter in Inferior Temporal Gyrus, posterior division (left)
25811	Continuous	Volume of grey matter in Inferior Temporal Gyrus, posterior division (right)
25812	Continuous	Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (left)
25813	Continuous	Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (right)
25814	Continuous	Volume of grey matter in Postcentral Gyrus (left)
25815	Continuous	Volume of grey matter in Postcentral Gyrus (right)
25816	Continuous	Volume of grey matter in Superior Parietal Lobule (left)
25817	Continuous	Volume of grey matter in Superior Parietal Lobule (right)
25818	Continuous	Volume of grey matter in Supramarginal Gyrus, anterior division (left)
25819	Continuous	Volume of grey matter in Supramarginal Gyrus, anterior division (right)
25820	Continuous	Volume of grey matter in Supramarginal Gyrus, posterior division (left)
25821	Continuous	Volume of grey matter in Supramarginal Gyrus, posterior division (right)
25822	Continuous	Volume of grey matter in Angular Gyrus (left)
25823	Continuous	Volume of grey matter in Angular Gyrus (right)
25824	Continuous	Volume of grey matter in Lateral Occipital Cortex, superior division (left)
25825	Continuous	Volume of grey matter in Lateral Occipital Cortex, superior division (right)
25826	Continuous	Volume of grey matter in Lateral Occipital Cortex, inferior division (left)
25827	Continuous	Volume of grey matter in Lateral Occipital Cortex, inferior division (right)
25828	Continuous	Volume of grey matter in Intracalcarine Cortex (left)
25829	Continuous	Volume of grey matter in Intracalcarine Cortex (right)
25830	Continuous	Volume of grey matter in Frontal Medial Cortex (left)
25831	Continuous	Volume of grey matter in Frontal Medial Cortex (right)
25832	Continuous	Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (left)
25833	Continuous	Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (right)
25834	Continuous	Volume of grey matter in Subcallosal Cortex (left)
25835	Continuous	Volume of grey matter in Subcallosal Cortex (right)
25836	Continuous	Volume of grey matter in Paracingulate Gyrus (left)
25837	Continuous	Volume of grey matter in Paracingulate Gyrus (right)
25838	Continuous	Volume of grey matter in Cingulate Gyrus, anterior division (left)
25839	Continuous	Volume of grey matter in Cingulate Gyrus, anterior division (right)
25840	Continuous	Volume of grey matter in Cingulate Gyrus, posterior division (left)
25841	Continuous	Volume of grey matter in Cingulate Gyrus, posterior division (right)
25842	Continuous	Volume of grey matter in Precuneous Cortex (left)
25843	Continuous	Volume of grey matter in Precuneous Cortex (right)
25844	Continuous	Volume of grey matter in Cuneal Cortex (left)
25845	Continuous	Volume of grey matter in Cuneal Cortex (right)
25846	Continuous	Volume of grey matter in Frontal Orbital Cortex (left)
25847	Continuous	Volume of grey matter in Frontal Orbital Cortex (right)
25848	Continuous	Volume of grey matter in Parahippocampal Gyrus, anterior division (left)
25849	Continuous	Volume of grey matter in Parahippocampal Gyrus, anterior division (right)
25850	Continuous	Volume of grey matter in Parahippocampal Gyrus, posterior division (left)
25851	Continuous	Volume of grey matter in Parahippocampal Gyrus, posterior division (right)
25852	Continuous	Volume of grey matter in Lingual Gyrus (left)
25853	Continuous	Volume of grey matter in Lingual Gyrus (right)
25854	Continuous	Volume of grey matter in Temporal Fusiform Cortex, anterior division (left)
25855	Continuous	Volume of grey matter in Temporal Fusiform Cortex, anterior division (right)
25856	Continuous	Volume of grey matter in Temporal Fusiform Cortex, posterior division (left)
25857	Continuous	Volume of grey matter in Temporal Fusiform Cortex, posterior division (right)
25858	Continuous	Volume of grey matter in Temporal Occipital Fusiform Cortex (left)
25859	Continuous	Volume of grey matter in Temporal Occipital Fusiform Cortex (right)
25860	Continuous	Volume of grey matter in Occipital Fusiform Gyrus (left)
25861	Continuous	Volume of grey matter in Occipital Fusiform Gyrus (right)
25862	Continuous	Volume of grey matter in Frontal Operculum Cortex (left)
25863	Continuous	Volume of grey matter in Frontal Operculum Cortex (right)
25864	Continuous	Volume of grey matter in Central Opercular Cortex (left)
25865	Continuous	Volume of grey matter in Central Opercular Cortex (right)
25866	Continuous	Volume of grey matter in Parietal Operculum Cortex (left)
25867	Continuous	Volume of grey matter in Parietal Operculum Cortex (right)
25868	Continuous	Volume of grey matter in Planum Polare (left)
25869	Continuous	Volume of grey matter in Planum Polare (right)
25870	Continuous	Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (left)
25871	Continuous	Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (right)
25872	Continuous	Volume of grey matter in Planum Temporale (left)
25873	Continuous	Volume of grey matter in Planum Temporale (right)
25874	Continuous	Volume of grey matter in Supracalcarine Cortex (left)
25875	Continuous	Volume of grey matter in Supracalcarine Cortex (right)
25876	Continuous	Volume of grey matter in Occipital Pole (left)
25877	Continuous	Volume of grey matter in Occipital Pole (right)
25878	Continuous	Volume of grey matter in Thalamus (left)
25879	Continuous	Volume of grey matter in Thalamus (right)
25880	Continuous	Volume of grey matter in Caudate (left)
25881	Continuous	Volume of grey matter in Caudate (right)
25882	Continuous	Volume of grey matter in Putamen (left)
25883	Continuous	Volume of grey matter in Putamen (right)
25884	Continuous	Volume of grey matter in Pallidum (left)
25885	Continuous	Volume of grey matter in Pallidum (right)
25886	Continuous	Volume of grey matter in Hippocampus (left)
25887	Continuous	Volume of grey matter in Hippocampus (right)
25888	Continuous	Volume of grey matter in Amygdala (left)
25889	Continuous	Volume of grey matter in Amygdala (right)
25890	Continuous	Volume of grey matter in Ventral Striatum (left)
25891	Continuous	Volume of grey matter in Ventral Striatum (right)
25892	Continuous	Volume of grey matter in Brain-Stem
25893	Continuous	Volume of grey matter in I-IV Cerebellum (left)
25894	Continuous	Volume of grey matter in I-IV Cerebellum (right)
25895	Continuous	Volume of grey matter in V Cerebellum (left)
25896	Continuous	Volume of grey matter in V Cerebellum (right)
25897	Continuous	Volume of grey matter in VI Cerebellum (left)
25898	Continuous	Volume of grey matter in Vermis VI Cerebellum
25899	Continuous	Volume of grey matter in VI Cerebellum (right)
25900	Continuous	Volume of grey matter in Crus I Cerebellum (left)
25901	Continuous	Volume of grey matter in Vermis Crus I Cerebellum
25902	Continuous	Volume of grey matter in Crus I Cerebellum (right)
25903	Continuous	Volume of grey matter in Crus II Cerebellum (left)
25904	Continuous	Volume of grey matter in Vermis Crus II Cerebellum
25905	Continuous	Volume of grey matter in Crus II Cerebellum (right)
25906	Continuous	Volume of grey matter in VIIb Cerebellum (left)
25907	Continuous	Volume of grey matter in Vermis VIIb Cerebellum
25908	Continuous	Volume of grey matter in VIIb Cerebellum (right)
25909	Continuous	Volume of grey matter in VIIIa Cerebellum (left)
25910	Continuous	Volume of grey matter in Vermis VIIIa Cerebellum
25911	Continuous	Volume of grey matter in VIIIa Cerebellum (right)
25912	Continuous	Volume of grey matter in VIIIb Cerebellum (left)
25913	Continuous	Volume of grey matter in Vermis VIIIb Cerebellum
25914	Continuous	Volume of grey matter in VIIIb Cerebellum (right)
25915	Continuous	Volume of grey matter in IX Cerebellum (left)
25916	Continuous	Volume of grey matter in Vermis IX Cerebellum
25917	Continuous	Volume of grey matter in IX Cerebellum (right)
25918	Continuous	Volume of grey matter in X Cerebellum (left)
25919	Continuous	Volume of grey matter in Vermis X Cerebellum
25920	Continuous	Volume of grey matter in X Cerebellum (right)
30000	Continuous	White blood cell (leukocyte) count
30001	Integer	White blood cell (leukocyte) count freeze-thaw cycles
30002	Time	White blood cell (leukocyte) count acquisition time
30003	Text	White blood cell (leukocyte) count device ID
30004	Categorical (single)	White blood cell (leukocyte) count acquisition route	2226
30010	Continuous	Red blood cell (erythrocyte) count
30011	Integer	Red blood cell (erythrocyte) count freeze-thaw cycles
30012	Time	Red blood cell (erythrocyte) count acquisition time
30013	Text	Red blood cell (erythrocyte) count device ID
30014	Categorical (single)	Red blood cell (erythrocyte) count acquisition route	2226
30020	Continuous	Haemoglobin concentration
30021	Integer	Haemoglobin concentration freeze-thaw cycles
30022	Time	Haemoglobin concentration acquisition time
30023	Text	Haemoglobin concentration device ID
30024	Categorical (single)	Haemoglobin concentration acquisition route	2226
30030	Continuous	Haematocrit percentage
30031	Integer	Haematocrit freeze-thaw cycles
30032	Time	Haematocrit acquisition time
30033	Text	Haematocrit percentage device ID
30034	Categorical (single)	Haematocrit percentage acquisition route	2226
30040	Continuous	Mean corpuscular volume
30041	Integer	Mean corpuscular volume freeze-thaw cycles
30042	Time	Mean corpuscular volume acquisition time
30043	Text	Mean corpuscular volume device ID
30044	Categorical (single)	Mean corpuscular volume acquisition route	2226
30050	Continuous	Mean corpuscular haemoglobin
30051	Integer	Mean corpuscular haemoglobin freeze-thaw cycles
30052	Time	Mean corpuscular haemoglobin acquisition time
30053	Text	Mean corpuscular haemoglobin device ID
30054	Categorical (single)	Mean corpuscular haemoglobin acquisition route	2226
30060	Continuous	Mean corpuscular haemoglobin concentration
30061	Integer	Mean corpuscular haemoglobin concentration freeze-thaw cycles
30062	Time	Mean corpuscular haemoglobin concentration acquisition time
30063	Text	Mean corpuscular haemoglobin concentration device ID
30064	Categorical (single)	Mean corpuscular haemoglobin concentration acquisition route	2226
30070	Continuous	Red blood cell (erythrocyte) distribution width
30071	Integer	Red blood cell (erythrocyte) distribution width freeze-thaw cycles
30072	Time	Red blood cell (erythrocyte) distribution width acquisition time
30073	Text	Red blood cell (erythrocyte) distribution width device ID
30074	Categorical (single)	Red blood cell (erythrocyte) distribution width acquisition route	2226
30080	Continuous	Platelet count
30081	Integer	Platelet count freeze-thaw cycles
30082	Time	Platelet count acquisition time
30083	Text	Platelet count device ID
30084	Categorical (single)	Platelet count acquisition route	2226
30090	Continuous	Platelet crit
30091	Integer	Platelet crit freeze-thaw cycles
30092	Time	Platelet crit acquisition time
30093	Text	Platelet crit device ID
30094	Categorical (single)	Platelet crit acquisition route	2226
30100	Continuous	Mean platelet (thrombocyte) volume
30101	Integer	Mean platelet (thrombocyte) volume freeze-thaw cycles
30102	Time	Mean platelet (thrombocyte) volume acquisition time
30103	Text	Mean platelet (thrombocyte) volume device ID
30104	Categorical (single)	Mean platelet (thrombocyte) volume acquisition route	2226
30110	Continuous	Platelet distribution width
30111	Integer	Platelet distribution width freeze-thaw cycles
30112	Time	Platelet distribution width acquisition time
30113	Text	Platelet distribution width device ID
30114	Categorical (single)	Platelet distribution width acquisition route	2226
30120	Continuous	Lymphocyte count
30121	Integer	Lymphocyte count freeze-thaw cycles
30122	Time	Lymphocyte count acquisition time
30123	Text	Lymphocyte count device ID
30124	Categorical (single)	Lymphocyte count acquisition route	2226
30130	Continuous	Monocyte count
30131	Integer	Monocyte count freeze-thaw cycles
30132	Time	Monocyte count acquisition time
30133	Text	Monocyte count device ID
30134	Categorical (single)	Monocyte count acquisition route	2226
30140	Continuous	Neutrophill count
30141	Integer	Neutrophill count freeze-thaw cycles
30142	Time	Neutrophill count acquisition time
30143	Text	Neutrophill count device ID
30144	Categorical (single)	Neutrophill count acquisition route	2226
30150	Continuous	Eosinophill count
30151	Integer	Eosinophill count freeze-thaw cycles
30152	Time	Eosinophill count acquisition time
30153	Text	Eosinophill count device ID
30154	Categorical (single)	Eosinophill count acquisition route	2226
30160	Continuous	Basophill count
30161	Integer	Basophill count freeze-thaw cycles
30162	Time	Basophill count acquisition time
30163	Text	Basophill count device ID
30164	Categorical (single)	Basophill count acquisition route	2226
30170	Continuous	Nucleated red blood cell count
30171	Integer	Nucleated red blood cell count freeze-thaw cycles
30172	Time	Nucleated red blood cell count acquisition time
30173	Text	Nucleated red blood cell count device ID
30174	Categorical (single)	Nucleated red blood cell count acquisition route	2226
30180	Continuous	Lymphocyte percentage
30181	Integer	Lymphocyte percentage freeze-thaw cycles
30182	Time	Lymphocyte percentage acquisition time
30183	Text	Lymphocyte percentage device ID
30184	Categorical (single)	Lymphocyte percentage acquisition route	2226
30190	Continuous	Monocyte percentage
30191	Integer	Monocyte percentage freeze-thaw cycles
30192	Time	Monocyte percentage acquisition time
30193	Text	Monocyte percentage device ID
30194	Categorical (single)	Monocyte percentage acquisition route	2226
30200	Continuous	Neutrophill percentage
30201	Integer	Neutrophill percentage freeze-thaw cycles
30202	Time	Neutrophill percentage acquisition time
30203	Text	Neutrophill percentage device ID
30204	Categorical (single)	Neutrophill percentage acquisition route	2226
30210	Continuous	Eosinophill percentage
30211	Integer	Eosinophill percentage freeze-thaw cycles
30212	Time	Eosinophill percentage acquisition time
30213	Text	Eosinophill percentage device ID
30214	Categorical (single)	Eosinophill percentage acquisition route	2226
30220	Continuous	Basophill percentage
30221	Integer	Basophill percentage freeze-thaw cycles
30222	Time	Basophill percentage acquisition time
30223	Text	Basophill percentage device ID
30224	Categorical (single)	Basophill percentage acquisition route	2226
30230	Continuous	Nucleated red blood cell percentage
30231	Integer	Nucleated red blood cell percentage freeze-thaw cycles
30232	Time	Nucleated red blood cell percentage acquisition time
30233	Text	Nucleated red blood cell percentage device ID
30234	Categorical (single)	Nucleated red blood cell percentage acquisition route	2226
30240	Continuous	Reticulocyte percentage
30241	Integer	Reticulocyte percentage freeze-thaw cycles
30242	Time	Reticulocyte percentage acquisition time
30243	Text	Reticulocyte percentage device ID
30244	Categorical (single)	Reticulocyte percentage acquisition route	2226
30250	Continuous	Reticulocyte count
30251	Integer	Reticulocyte count freeze-thaw cycles
30252	Time	Reticulocyte count acquisition time
30253	Text	Reticulocyte count device ID
30254	Categorical (single)	Reticulocyte count acquisition route	2226
30260	Continuous	Mean reticulocyte volume
30261	Integer	Mean reticulocyte volume freeze-thaw cycles
30262	Time	Mean reticulocyte volume acquisition time
30263	Text	Mean reticulocyte volume device ID
30264	Categorical (single)	Mean reticulocyte volume acquisition route	2226
30270	Continuous	Mean sphered cell volume
30271	Integer	Mean sphered cell volume freeze-thaw cycles
30272	Time	Mean sphered cell volume acquisition time
30273	Text	Mean sphered cell volume device ID
30274	Categorical (single)	Mean sphered cell volume acquisition route	2226
30280	Continuous	Immature reticulocyte fraction
30281	Integer	Immature reticulocyte fraction freeze-thaw cycles
30282	Time	Immature reticulocyte fraction acquisition time
30283	Text	Immature reticulocyte fraction device ID
30284	Categorical (single)	Immature reticulocyte fraction acquisition route	2226
30290	Continuous	High light scatter reticulocyte percentage
30291	Integer	High light scatter reticulocyte percentage freeze-thaw cycles
30292	Time	High light scatter reticulocyte percentage acquisition time
30293	Text	High light scatter reticulocyte percentage device ID
30294	Categorical (single)	High light scatter reticulocyte percentage acquisition route	2226
30300	Continuous	High light scatter reticulocyte count
30301	Integer	High light scatter reticulocyte count freeze-thaw cycles
30302	Time	High light scatter reticulocyte count acquisition time
30303	Text	High light scatter reticulocyte count device ID
30304	Categorical (single)	High light scatter reticulocyte count acquisition route	2226
40000	Date	Date of death
40001	Categorical (single non-numeric)	Underlying (primary) cause of death: ICD10	19
40002	Categorical (single non-numeric)	Contributory (secondary) causes of death: ICD10	19
40005	Date	Date of cancer diagnosis
40006	Categorical (single non-numeric)	Type of cancer: ICD10	19
40007	Continuous	Age at death
40008	Continuous	Age at cancer diagnosis
40009	Integer	Reported occurrences of cancer
40010	Compound	Description of cause of death
40011	Categorical (single)	Histology of cancer tumour	38
40012	Categorical (single)	Behaviour of cancer tumour	39
40013	Categorical (single)	Type of cancer: ICD9	87
40018	Categorical (single)	Death report format	261
40019	Categorical (single)	Cancer report format	262
41066	Integer	Episodes containing "Number of weeks of gestation" data
41067	Integer	Episodes containing "Delivery place" data
41068	Integer	Episodes containing "Delivery method" data
41069	Integer	Episodes containing "Birth order" data
41070	Integer	Episodes containing "Date of birth of baby" data
41071	Integer	Episodes containing "Status of baby at birth" data
41072	Integer	Episodes containing "Resuscitation method" data
41073	Integer	Episodes containing "Sex of baby" data
41074	Integer	Episodes containing "Weight of baby" data
41075	Integer	Episodes containing "Status of person conducting delivery" data
41076	Integer	Episodes containing "Diagnoses - secondary ICD9" data
41078	Integer	Episodes containing "Diagnoses - secondary ICD10" data
41079	Integer	Episodes containing "Diagnoses - secondary ICD10 addendum" data
41080	Integer	Episodes containing "Operative procedures - secondary OPCS" data
41082	Integer	Episodes containing "Dates of operations" data
41083	Integer	Episodes containing "Episode start date" data
41084	Integer	Episodes containing "Episode end date" data
41085	Integer	Episodes containing "Duration of episode" data
41086	Integer	Episodes containing "Episode order" data
41087	Integer	Episodes containing "Episode status" data
41088	Integer	Episodes containing "Duration of episode within HES data year" data
41089	Integer	Episodes containing "Beginning of spell indicator" data
41090	Integer	Episodes containing "End of spell indicator" data
41091	Integer	Episodes containing "Duration of spell" data
41092	Integer	Episodes containing "Current PCT responsible for patient" data
41093	Integer	Episodes containing "PCT where patients GP was registered" data
41094	Integer	Episodes containing "Administrative and legal status of patient" data
41095	Integer	Episodes containing "Date of decision to admit to hospital" data
41096	Integer	Episodes containing "Date of admission to hospital" data
41097	Integer	Episodes containing "Waiting time for hospital admission" data
41100	Integer	Episodes containing "First regular day or night of admission to hosp" data
41101	Integer	Episodes containing "Date of discharge from hospital" data
41104	Integer	Episodes containing "External cause - ICD10" data
41105	Integer	Episodes containing "External cause - ICD10 addendum" data
41106	Integer	Episodes containing "Operation status" data
41107	Integer	Episodes containing "Duration of post-operative stay" data
41108	Integer	Episodes containing "Duration of pre-operative stay" data
41113	Integer	Episodes containing "Date of first antenatal assessment" data
41114	Integer	Episodes containing "Gestation period at first antenatal assessment" data
41115	Integer	Episodes containing "Antenatal stay" data
41116	Integer	Episodes containing "Intended delivery place" data
41117	Integer	Episodes containing "Reason for changing delivery place" data
41118	Integer	Episodes containing "Anaesthetic administered during delivery" data
41119	Integer	Episodes containing "Anaesthetic administered post delivery" data
41120	Integer	Episodes containing "Delivery onset method" data
41121	Integer	Episodes containing "Number of babies delivered from single pregnancy" data
41122	Integer	Episodes containing "Postnatal stay" data
41123	Integer	Episodes containing "Level of neonatal care" data
41124	Integer	Episodes containing "Mother age on date of delivery" data
41125	Integer	Episodes containing "Number of previous pregnancies" data
41132	Integer	Episodes containing "Episode type" data
41142	Integer	Episodes containing "Diagnoses - main ICD10" data
41143	Integer	Episodes containing "Diagnoses - main ICD10 - addendum" data
41144	Integer	Episodes containing "Diagnoses - main ICD9" data
41146	Integer	Episodes containing "Operative procedure - main OPCS" data
41148	Integer	Episodes containing "Date of operation" data
41201	Categorical (multiple)	External causes	19
41202	Categorical (multiple non-numeric)	Diagnoses - main ICD10	19
41204	Categorical (multiple non-numeric)	Diagnoses - secondary ICD10	19
41214	Categorical (multiple)	Carer support indicators	227
41215	Categorical (multiple)	Detention categories	230
41216	Categorical (multiple)	Legal statuses	231
41217	Categorical (multiple)	Mental categories	228
41218	Categorical (multiple)	History of psychiatric care on admission	229
41219	Categorical (multiple)	Anaesthetics administered during delivery	212
41220	Categorical (multiple)	Anaesthetics administered post delivery	212
41221	Categorical (multiple)	Delivery methods	216
41222	Categorical (multiple)	Delivery onset methods	220
41223	Categorical (multiple)	Delivery places	217
41224	Categorical (multiple)	Intended delivery places	217
41225	Categorical (multiple)	Resuscitation methods	223
41226	Categorical (multiple)	Sex of baby	224
41227	Categorical (multiple)	Status of baby at birth	219
41228	Categorical (multiple)	Statuses of person conducting delivery	225
41229	Categorical (multiple non-numeric)	PCT responsible for patient data	239
41230	Categorical (multiple non-numeric)	PCT where patients GP was registered	239
41231	Categorical (multiple)	Hospital episode type	238
41232	Categorical (multiple)	Administrative and legal statuses	201
41235	Integer	Spells in hospital
41236	Integer	Episodes containing "Method of admission to hospital" data (recoded)
41237	Integer	Episodes containing "Source of admission to hospital" data (recoded)
41238	Integer	Episodes containing "Method of discharge from hospital" data (recoded)
41239	Integer	Episodes containing "Destination on discharge from hospital" data (recoded)
41240	Integer	Episodes containing "Patient classification on admission" data (recoded)
41241	Integer	Episodes containing "Intended management of patient" data (recoded)
41242	Integer	Episodes containing "Main speciality of consultant" data (recoded)
41243	Integer	Episodes containing "Treatment speciality of consultant" data (recoded)
41244	Categorical (multiple)	Intended management of patient (recoded)	271
41245	Categorical (multiple)	Main speciality of consultant (recoded)	270
41246	Categorical (multiple)	Treatment speciality of consultant (recoded)	269
41247	Categorical (multiple)	Patient classification on admission (recoded)	266
41248	Categorical (multiple)	Destinations on discharge from hospital (recoded)	267
41249	Categorical (multiple)	Methods of admission to hospital (recoded)	264
41250	Categorical (multiple)	Methods of discharge from hospital (recoded)	268
41251	Categorical (multiple)	Sources of admission to hospital (recoded)	265
41252	Integer	Episodes containing "Inpatient record format" data
41253	Categorical (multiple)	Inpatient record format	263
42000	Date	Date of first myocardial infarction	272
42001	Categorical (single)	Source of first myocardial infarction report	300
42002	Date	Date of first STEMI	272
42003	Categorical (single)	Source of first STEMI report	300
42004	Date	Date of first NSTEMI	272
42005	Categorical (single)	Source of first NSTEMI report	300
42006	Date	Date of first stroke	272
42007	Categorical (single)	Source of first stroke report	300
42008	Date	Date of first ischaemic stroke	272
42009	Categorical (single)	Source of first ischaemic stroke report	300
42010	Date	Date of first intracerebral haemorrhage	272
42011	Categorical (single)	Source of first intracerebral haemorrhage report	300
42012	Date	Date of first subarachnoid haemorrhage	272
42013	Categorical (single)	Source of first subarachnoid haemorrhage report	300
90002	Categorical (single)	Data problem indicator	93
90003	Time	Start of requested wear period
90010	Time	Start time of wear
90011	Time	End time of wear
90012	Continuous	Overall acceleration average
90013	Continuous	Standard deviation of acceleration
90015	Categorical (single)	Data quality, good wear time	7
90016	Categorical (single)	Data quality, good calibration	7
90017	Categorical (single)	Data quality, calibrated on own data	7
90018	Categorical (single)	Daylight savings crossover	7
90019	Continuous	Monday average acceleration
90020	Continuous	Tuesday average acceleration
90021	Continuous	Wednesday average acceleration
90022	Continuous	Thursday average acceleration
90023	Continuous	Friday average acceleration
90024	Continuous	Saturday average acceleration
90025	Continuous	Sunday average acceleration
90026	Categorical (single)	First weekday of wear	777
90027	Continuous	Average acceleration 00:00 - 00:59
90028	Continuous	Average acceleration 01:00 - 01:59
90029	Continuous	Average acceleration 02:00 - 02:59
90030	Continuous	Average acceleration 03:00 - 03:59
90031	Continuous	Average acceleration 04:00 - 04:59
90032	Continuous	Average acceleration 05:00 - 05:59
90033	Continuous	Average acceleration 06:00 - 06:59
90034	Continuous	Average acceleration 07:00 - 07:59
90035	Continuous	Average acceleration 08:00 - 08:59
90036	Continuous	Average acceleration 09:00 - 09:59
90037	Continuous	Average acceleration 10:00 - 10:59
90038	Continuous	Average acceleration 11:00 - 11:59
90039	Continuous	Average acceleration 12:00 - 12:59
90040	Continuous	Average acceleration 13:00 - 13:59
90041	Continuous	Average acceleration 14:00 - 14:59
90042	Continuous	Average acceleration 15:00 - 15:59
90043	Continuous	Average acceleration 16:00 - 16:59
90044	Continuous	Average acceleration 17:00 - 17:59
90045	Continuous	Average acceleration 18:00 - 18:59
90046	Continuous	Average acceleration 19:00 - 19:59
90047	Continuous	Average acceleration 20:00 - 20:59
90048	Continuous	Average acceleration 21:00 - 21:59
90049	Continuous	Average acceleration 22:00 - 22:59
90050	Continuous	Average acceleration 23:00 - 23:59
90051	Continuous	Wear duration overall
90052	Continuous	Non wear duration overall
90053	Continuous	Wear duration during Monday
90054	Continuous	Wear duration during Tuesday
90055	Continuous	Wear duration during Wednesday
90056	Continuous	Wear duration during Thursday
90057	Continuous	Wear duration during Friday
90058	Continuous	Wear duration during Saturday
90059	Continuous	Wear duration during Sunday
90060	Continuous	Wear duration during 00:00 - 00:59
90061	Continuous	Wear duration during 01:00 - 01:59
90062	Continuous	Wear duration during 02:00 - 02:59
90063	Continuous	Wear duration during 03:00 - 03:59
90064	Continuous	Wear duration during 04:00 - 04:59
90065	Continuous	Wear duration during 05:00 - 05:59
90066	Continuous	Wear duration during 06:00 - 06:59
90067	Continuous	Wear duration during 07:00 - 07:59
90068	Continuous	Wear duration during 08:00 - 08:59
90069	Continuous	Wear duration during 09:00 - 09:59
90070	Continuous	Wear duration during 10:00 - 10:59
90071	Continuous	Wear duration during 11:00 - 11:59
90072	Continuous	Wear duration during 12:00 - 12:59
90073	Continuous	Wear duration during 13:00 - 13:59
90074	Continuous	Wear duration during 14:00 - 14:59
90075	Continuous	Wear duration during 15:00 - 15:59
90076	Continuous	Wear duration during 16:00 - 16:59
90077	Continuous	Wear duration during 17:00 - 17:59
90078	Continuous	Wear duration during 18:00 - 18:59
90079	Continuous	Wear duration during 19:00 - 19:59
90080	Continuous	Wear duration during 20:00 - 20:59
90081	Continuous	Wear duration during 21:00 - 21:59
90082	Continuous	Wear duration during 22:00 - 22:59
90083	Continuous	Wear duration during 23:00 - 23:59
90084	Integer	Unique hours of wear in a 24 hour cycle (scattered over multiple days)
90085	Integer	Unique minutes of wear in a 24 hour cycle (scattered over multiple days)
90086	Integer	Non wear episodes over 1 hour duration
90087	Continuous	No-wear time bias adjusted average acceleration
90088	Continuous	No-wear time bias adjusted acceleration standard deviation
90089	Continuous	No-wear time bias adjusted acceleration median
90090	Continuous	No-wear time bias adjusted acceleration minimum
90091	Continuous	No-wear time bias adjusted acceleration maximum
90092	Continuous	Fraction acceleration <= 1 milli-gravities
90093	Continuous	Fraction acceleration <= 2 milli-gravities
90094	Continuous	Fraction acceleration <= 3 milli-gravities
90095	Continuous	Fraction acceleration <= 4 milli-gravities
90096	Continuous	Fraction acceleration <= 5 milli-gravities
90097	Continuous	Fraction acceleration <= 6 milli-gravities
90098	Continuous	Fraction acceleration <= 7 milli-gravities
90099	Continuous	Fraction acceleration <= 8 milli-gravities
90100	Continuous	Fraction acceleration <= 9 milli-gravities
90101	Continuous	Fraction acceleration <= 10 milli-gravities
90102	Continuous	Fraction acceleration <= 11 milli-gravities
90103	Continuous	Fraction acceleration <= 12 milli-gravities
90104	Continuous	Fraction acceleration <= 13 milli-gravities
90105	Continuous	Fraction acceleration <= 14 milli-gravities
90106	Continuous	Fraction acceleration <= 15 milli-gravities
90107	Continuous	Fraction acceleration <= 16 milli-gravities
90108	Continuous	Fraction acceleration <= 17 milli-gravities
90109	Continuous	Fraction acceleration <= 18 milli-gravities
90110	Continuous	Fraction acceleration <= 19 milli-gravities
90111	Continuous	Fraction acceleration <= 20 milli-gravities
90112	Continuous	Fraction acceleration <= 25 milli-gravities
90113	Continuous	Fraction acceleration <= 30 milli-gravities
90114	Continuous	Fraction acceleration <= 35 milli-gravities
90115	Continuous	Fraction acceleration <= 40 milli-gravities
90116	Continuous	Fraction acceleration <= 45 milli-gravities
90117	Continuous	Fraction acceleration <= 50 milli-gravities
90118	Continuous	Fraction acceleration <= 55 milli-gravities
90119	Continuous	Fraction acceleration <= 60 milli-gravities
90120	Continuous	Fraction acceleration <= 65 milli-gravities
90121	Continuous	Fraction acceleration <= 70 milli-gravities
90122	Continuous	Fraction acceleration <= 75 milli-gravities
90123	Continuous	Fraction acceleration <= 80 milli-gravities
90124	Continuous	Fraction acceleration <= 85 milli-gravities
90125	Continuous	Fraction acceleration <= 90 milli-gravities
90126	Continuous	Fraction acceleration <= 95 milli-gravities
90127	Continuous	Fraction acceleration <= 100 milli-gravities
90128	Continuous	Fraction acceleration <= 125 milli-gravities
90129	Continuous	Fraction acceleration <= 150 milli-gravities
90130	Continuous	Fraction acceleration <= 175 milli-gravities
90131	Continuous	Fraction acceleration <= 200 milli-gravities
90132	Continuous	Fraction acceleration <= 225 milli-gravities
90133	Continuous	Fraction acceleration <= 250 milli-gravities
